speaker,group,vowel,word,duration_ms,f0,f1,f2,f3
49,man,ɪ,hid,262,101,411,1932,2569
49,man,i,heed,315,96,331,2311,2865
49,man,o,hoed,417,96,496,863,2548
49,man,ʊ,hood,275,96,489,1059,2567
49,man,ʌ,hud,297,96,622,1075,2622
49,man,u,who'd,420,101,360,953,2505
50,man,æ,had,312,124,627,1910,2488
50,man,ɑ,hod,302,127,832,1222,2624
50,man,ɔ,hawed,347,131,694,970,2746
50,man,ɛ,head,229,127,698,1580,2492
50,man,e,hayed,253,134,493,2102,2839
50,man,ɝ,heard,332,134,460,1473,1764
50,man,ɪ,hid,227,135,441,2045,2694
50,man,i,heed,240,134,353,2385,3400
50,man,o,hoed,300,146,441,862,2455
50,man,ʊ,hood,210,134,522,1123,2538
50,man,ʌ,hud,211,131,650,1036,2697
50,man,u,who'd,288,144,422,1299,2347
51,man,æ,had,254,115,647,1864,2561
51,man,ɑ,hod,230,112,871,1204,2595
51,man,ɔ,hawed,250,115,740,999,2691
51,man,ɛ,head,177,115,555,1851,2624
51,man,e,hayed,241,120,497,2024,2677
51,man,ɝ,heard,217,117,489,1338,1747
51,man,ɪ,hid,159,115,441,2080,2721
51,man,i,heed,241,122,367,2390,2777
51,man,o,hoed,263,114,524,1000,2432
51,man,ʊ,hood,147,117,468,1115,2492
51,man,ʌ,hud,169,117,629,1146,2643
51,man,u,who'd,231,120,366,919,2378
52,man,æ,had,254,96,582,1999,2567
52,man,ɑ,hod,265,98,786,1341,2403
52,man,ɔ,hawed,292,96,642,949,2437
52,man,ɛ,head,197,104,571,1926,2615
52,man,e,hayed,281,100,555,2174,2900
52,man,ɝ,heard,272,96,493,1270,1633
52,man,ɪ,hid,190,108,363,2269,2935
52,man,i,heed,259,101,346,2379,3217
52,man,o,hoed,266,94,515,1126,2455
52,man,ʊ,hood,197,92,442,1176,2435
52,man,ʌ,hud,185,90,651,1176,2564
52,man,u,who'd,231,113,326,997,2384
53,man,æ,had,289,122,602,1880,2539
53,man,ɑ,hod,302,115,748,1293,2446
53,man,ɔ,hawed,294,120,651,1033,2477
53,man,ɛ,head,239,126,582,1768,2463
53,man,e,hayed,328,133,529,1974,2638
53,man,ɝ,heard,282,131,501,1334,1611
53,man,ɪ,hid,235,131,390,1948,2566
53,man,i,heed,298,164,312,2402,2849
53,man,o,hoed,285,125,500,868,2552
53,man,ʊ,hood,241,132,486,1116,2563
53,man,ʌ,hud,242,132,626,1159,2643
53,man,u,who'd,239,126,382,1058,2334
54,man,æ,had,339,120,545,1872,2630
54,man,ɑ,hod,330,122,738,1394,2522
54,man,ɔ,hawed,342,123,620,1068,2634
54,man,ɛ,head,239,120,560,1697,2663
54,man,e,hayed,318,122,446,1918,2674
54,man,ɝ,heard,342,137,466,1377,1616
54,man,ɪ,hid,221,132,385,1843,2696
54,man,i,heed,341,129,355,2049,2921
54,man,o,hoed,340,134,503,950,2680
54,man,ʊ,hood,238,125,442,1205,2580
54,man,ʌ,hud,203,121,602,1336,2690
54,man,u,who'd,296,136,384,1234,2418
55,man,æ,had,282,153,552,2027,2737
55,man,ɑ,hod,271,152,763,1147,2840
55,man,ɔ,hawed,296,151,637,923,2722
55,man,ɛ,head,186,154,594,1716,2678
55,man,e,hayed,273,151,439,2067,2708
55,man,ɝ,heard,249,154,459,1367,1716
55,man,ɪ,hid,186,153,440,1954,2587
55,man,i,heed,223,163,320,2300,3038
55,man,o,hoed,269,153,476,1016,2502
55,man,ʊ,hood,196,157,485,1086,2556
55,man,ʌ,hud,183,157,658,1410,2720
55,man,u,who'd,237,156,338,1087,2515
56,man,æ,had,319,136,629,1871,2574
56,man,ɑ,hod,321,148,829,1444,2241
56,man,ɔ,hawed,363,162,695,1108,2384
56,man,ɛ,head,261,146,569,1709,2502
56,man,e,hayed,360,141,433,2082,2620
56,man,ɝ,heard,340,140,438,1387,1716
56,man,ɪ,hid,301,163,470,1959,2697
56,man,i,heed,323,160,315,2253,2886
56,man,o,hoed,374,149,496,867,2380
56,man,ʊ,hood,275,151,472,1296,2273
56,man,ʌ,hud,295,155,619,1241,2455
56,man,u,who'd,327,161,319,936,2187
57,man,æ,had,279,100,685,1807,2611
57,man,ɑ,hod,256,104,825,1429,2701
57,man,ɔ,hawed,283,104,664,1024,2639
57,man,ɛ,head,203,99,577,1811,2559
57,man,e,hayed,243,95,439,2126,2762
57,man,ɝ,heard,268,110,439,1220,1681
57,man,ɪ,hid,164,109,411,2034,2795
57,man,i,heed,229,106,327,2257,2943
57,man,o,hoed,268,104,486,826,2631
57,man,ʊ,hood,208,113,459,1036,2625
57,man,ʌ,hud,172,107,636,1153,2756
57,man,u,who'd,240,116,371,793,2719
58,man,æ,had,272,106,559,1983,2560
58,man,ɑ,hod,278,100,737,1298,2323
58,man,ɔ,hawed,248,108,664,1043,2575
58,man,ɛ,head,231,110,570,1824,2627
58,man,e,hayed,256,109,495,2166,2668
58,man,ɝ,heard,287,106,506,1464,1672
58,man,ɪ,hid,249,121,444,2154,2659
58,man,i,heed,256,106,329,2514,3073
58,man,o,hoed,269,107,491,1065,2383
58,man,ʊ,hood,203,116,446,1298,2275
58,man,ʌ,hud,227,105,631,1133,2560
58,man,u,who'd,260,115,379,1123,2383
59,man,æ,had,212,138,544,1819,2511
59,man,ɑ,hod,192,145,679,1208,2630
59,man,ɔ,hawed,223,142,628,1069,2689
59,man,ɛ,head,156,144,546,1750,2509
59,man,e,hayed,218,143,482,1904,2526
59,man,ɝ,heard,204,147,439,1387,1746
59,man,ɪ,hid,134,145,424,1913,2556
59,man,i,heed,179,142,311,2274,2510
59,man,o,hoed,214,142,434,862,2561
59,man,ʊ,hood,150,145,438,1177,2478
59,man,ʌ,hud,146,147,573,1152,2604
59,man,u,who'd,183,148,382,994,2372
60,man,æ,had,257,135,685,1592,2308
60,man,ɑ,hod,243,132,689,1064,2303
60,man,ɔ,hawed,278,142,634,987,2305
60,man,ɛ,head,181,138,554,1790,2469
60,man,e,hayed,259,148,435,2013,2506
60,man,ɝ,heard,256,140,429,1389,1830
60,man,ɪ,hid,169,145,419,2076,2602
60,man,i,heed,261,165,322,2282,2746
60,man,o,hoed,272,146,439,699,2107
60,man,ʊ,hood,178,148,438,979,2187
60,man,ʌ,hud,176,152,663,1166,2177
60,man,u,who'd,210,174,339,860,2013
61,man,æ,had,264,133,514,2031,2815
61,man,ɑ,hod,342,135,702,1364,2498
61,man,ɔ,hawed,320,146,662,1001,2744
61,man,ɛ,head,170,131,608,1831,2694
61,man,e,hayed,338,151,445,2268,2798
61,man,ɝ,heard,298,139,504,1386,1813
61,man,ɪ,hid,179,142,491,1958,2782
61,man,i,heed,273,143,364,2366,3042
61,man,o,hoed,337,138,454,745,2623
61,man,ʊ,hood,166,158,481,1094,2623
61,man,ʌ,hud,193,147,610,1168,2529
61,man,u,who'd,264,147,415,1016,2465
62,man,æ,had,244,149,612,1937,2605
62,man,ɑ,hod,269,148,811,1355,2599
62,man,ɔ,hawed,274,154,653,1020,2810
62,man,ɛ,head,185,151,562,1816,2707
62,man,e,hayed,246,156,492,2195,2786
62,man,ɝ,heard,243,154,505,1330,1929
62,man,ɪ,hid,194,159,486,2061,2719
62,man,i,heed,232,160,350,2462,2921
62,man,o,hoed,247,157,566,997,2748
62,man,ʊ,hood,222,163,499,1127,2684
62,man,ʌ,hud,183,154,637,1295,2757
62,man,u,who'd,226,165,455,1181,2616
63,man,æ,had,286,140,544,2114,2971
63,man,ɑ,hod,272,135,744,1489,2586
63,man,ɔ,hawed,287,138,648,1013,2473
63,man,ɛ,head,199,137,583,1757,2852
63,man,e,hayed,237,141,535,2004,2939
63,man,ɝ,heard,356,156,457,1437,1648
63,man,ɪ,hid,221,139,433,2012,2855
63,man,i,heed,263,161,314,2368,3378
63,man,o,hoed,319,133,534,1002,2293
63,man,ʊ,hood,237,144,438,1181,2381
63,man,ʌ,hud,189,138,623,1163,2555
63,man,u,who'd,284,156,370,889,2324
64,man,æ,had,252,108,556,1854,2679
64,man,ɑ,hod,206,114,758,1363,2421
64,man,ɔ,hawed,253,107,631,1019,2219
64,man,ɛ,head,138,128,615,1624,2265
64,man,e,hayed,196,126,382,2035,2513
64,man,ɝ,heard,185,122,463,1371,1684
64,man,ɪ,hid,145,123,418,1964,2432
64,man,i,heed,153,129,328,2123,3444
64,man,o,hoed,204,127,499,859,2080
64,man,ʊ,hood,147,119,451,1106,2195
64,man,ʌ,hud,139,120,593,1254,2302
64,man,u,who'd,196,116,372,1010,2136
65,man,æ,had,249,119,619,2023,2716
65,man,ɑ,hod,287,115,784,1345,2522
65,man,ɔ,hawed,316,120,688,1139,2549
65,man,ɛ,head,184,122,630,1786,2637
65,man,e,hayed,251,121,499,2068,2676
65,man,ɝ,heard,256,120,491,1455,1896
65,man,ɪ,hid,220,128,452,2062,2736
65,man,i,heed,251,127,372,2280,2710
65,man,o,hoed,287,119,520,987,2573
65,man,ʊ,hood,173,124,470,1202,2555
65,man,ʌ,hud,226,122,622,1155,2606
65,man,u,who'd,275,128,387,1123,2426
66,man,æ,had,274,112,601,1997,2499
66,man,ɑ,hod,278,107,802,1297,2765
66,man,ɔ,hawed,292,111,696,983,2603
66,man,ɛ,head,227,111,629,1810,2639
66,man,e,hayed,311,116,477,2110,2563
66,man,ɝ,heard,274,117,504,1173,1595
66,man,ɪ,hid,207,113,463,2018,2688
66,man,i,heed,265,121,367,2244,3042
66,man,o,hoed,279,117,461,801,2442
66,man,ʊ,hood,204,121,503,1058,2518
66,man,ʌ,hud,202,114,617,1071,2685
66,man,u,who'd,230,132,389,959,2441
67,man,æ,had,270,120,572,2072,2648
67,man,ɑ,hod,258,131,803,1234,2430
67,man,ɔ,hawed,248,127,691,1111,2439
67,man,ɛ,head,153,119,624,1909,2773
67,man,e,hayed,274,131,529,2114,2731
67,man,ɝ,heard,258,134,513,1342,1965
67,man,ɪ,hid,202,138,501,1971,2734
67,man,i,heed,241,133,381,2515,3059
67,man,o,hoed,233,126,543,1009,2326
67,man,ʊ,hood,210,131,504,1318,2491
67,man,ʌ,hud,201,130,628,1223,2609
67,man,u,who'd,239,147,435,1137,2395
68,man,æ,had,301,115,546,1820,2548
68,man,ɑ,hod,256,116,683,1238,2428
68,man,ɔ,hawed,249,109,587,941,2371
68,man,ɛ,head,190,109,559,1755,2514
68,man,e,hayed,267,112,494,1962,2608
68,man,ɝ,heard,260,116,474,1505,1635
68,man,ɪ,hid,176,107,427,1974,2608
68,man,i,heed,268,119,352,2254,2888
68,man,o,hoed,261,112,494,925,2235
68,man,ʊ,hood,216,111,507,1183,2309
68,man,ʌ,hud,212,113,601,1214,2305
68,man,u,who'd,204,123,372,972,2316
69,man,æ,had,259,120,562,1895,2513
69,man,ɑ,hod,271,124,697,1370,2597
69,man,ɔ,hawed,282,111,636,978,2220
69,man,ɛ,head,207,114,609,1675,2495
69,man,e,hayed,262,113,504,1878,2549
69,man,ɝ,heard,252,121,505,1450,1651
69,man,ɪ,hid,197,129,439,1951,2622
69,man,i,heed,271,115,323,2269,2943
69,man,o,hoed,275,107,436,865,2377
69,man,ʊ,hood,208,116,492,1157,2454
69,man,ʌ,hud,230,116,593,1213,2329
69,man,u,who'd,225,123,374,921,2288
70,man,æ,had,257,105,594,2000,2550
70,man,ɑ,hod,212,106,743,1423,2494
70,man,ɔ,hawed,171,103,686,1064,2432
70,man,ɛ,head,215,104,634,1874,2563
70,man,e,hayed,252,115,472,2141,2623
70,man,ɝ,heard,231,116,442,1517,1736
70,man,ɪ,hid,188,115,453,2013,2660
70,man,i,heed,218,117,338,2329,2945
70,man,o,hoed,246,105,533,900,2435
70,man,ʊ,hood,173,113,487,994,2299
70,man,ʌ,hud,166,105,662,1166,2553
70,man,u,who'd,207,123,371,950,2264
71,man,æ,had,212,131,662,1934,2649
71,man,ɑ,hod,154,173,710,1084,2753
71,man,ɔ,hawed,222,122,681,1060,2863
71,man,ɛ,head,125,128,636,1893,2765
71,man,e,hayed,231,124,490,2187,2722
71,man,ɝ,heard,201,140,496,1500,1711
71,man,ɪ,hid,160,189,469,2128,2744
71,man,i,heed,194,175,368,2509,2893
71,man,o,hoed,213,130,530,1000,2652
71,man,ʊ,hood,146,132,435,994,2565
71,man,ʌ,hud,168,124,682,1192,2774
71,man,u,who'd,197,189,377,888,2416
72,man,æ,had,241,114,566,2041,2500
72,man,ɑ,hod,220,123,825,1438,2434
72,man,ɔ,hawed,226,117,720,1063,2369
72,man,ɛ,head,177,118,620,1832,2583
72,man,e,hayed,211,139,393,2305,2694
72,man,ɝ,heard,206,118,453,1432,1690
72,man,ɪ,hid,145,131,404,2107,2677
72,man,i,heed,161,132,309,2385,3219
72,man,o,hoed,238,118,509,896,2354
72,man,ʊ,hood,188,124,491,1246,2336
72,man,ʌ,hud,145,133,623,1207,2455
72,man,u,who'd,185,143,401,980,2460
73,man,æ,had,302,96,559,1873,2509
73,man,ɑ,hod,290,101,673,1301,2433
73,man,ɔ,hawed,344,92,619,1012,2460
73,man,ɛ,head,197,98,565,1805,2608
73,man,e,hayed,338,94,374,2436,2803
73,man,ɝ,heard,310,103,430,1294,1487
73,man,ɪ,hid,178,105,383,2167,2726
73,man,i,heed,282,107,307,2405,3442
73,man,o,hoed,301,95,376,659,2572
73,man,ʊ,hood,191,109,430,1021,2507
73,man,ʌ,hud,199,96,560,1118,2503
73,man,u,who'd,288,105,313,861,2374
74,man,æ,had,208,143,579,1982,2639
74,man,ɑ,hod,184,160,707,1421,2403
74,man,ɔ,hawed,196,155,640,1149,2227
74,man,ɛ,head,146,146,571,1752,2668
74,man,e,hayed,239,158,444,2121,2547
74,man,ɝ,heard,210,146,435,1289,1562
74,man,ɪ,hid,134,165,440,2119,2694
74,man,i,heed,202,158,312,2319,2865
74,man,o,hoed,175,150,457,870,2566
74,man,ʊ,hood,111,156,463,1086,2453
74,man,ʌ,hud,128,152,622,1285,2472
74,man,u,who'd,171,199,379,982,2407
75,man,æ,had,208,149,623,1937,2526
75,man,ɑ,hod,216,146,697,1293,2461
75,man,ɔ,hawed,195,144,633,995,2500
75,man,ɛ,head,166,149,608,1871,2572
75,man,e,hayed,219,148,500,2159,2634
75,man,ɝ,heard,202,151,491,1370,1679
75,man,ɪ,hid,154,148,438,2049,2609
75,man,i,heed,205,166,327,2378,2999
75,man,o,hoed,198,160,487,804,2508
75,man,ʊ,hood,134,160,500,1067,2435
75,man,ʌ,hud,143,147,666,1135,2471
75,man,u,who'd,185,165,402,809,2466
76,man,æ,had,328,136,555,1996,2609
76,man,ɑ,hod,272,135,816,1361,2493
76,man,ɔ,hawed,268,133,649,1048,2441
76,man,ɛ,head,205,131,567,1718,2557
76,man,e,hayed,311,142,480,2100,2576
76,man,ɝ,heard,270,129,477,1376,1679
76,man,ɪ,hid,204,147,437,1960,2596
76,man,i,heed,254,159,314,2506,2963
76,man,o,hoed,260,138,502,879,2465
76,man,ʊ,hood,180,141,495,1093,2463
76,man,ʌ,hud,204,136,575,1130,2489
76,man,u,who'd,241,160,373,931,2381
77,man,æ,had,267,129,555,1849,2502
77,man,ɑ,hod,250,115,722,1411,2264
77,man,ɔ,hawed,239,116,623,1012,2506
77,man,ɛ,head,185,121,541,1743,2563
77,man,e,hayed,261,116,469,2035,2660
77,man,ɝ,heard,252,115,447,1400,1791
77,man,ɪ,hid,172,128,379,1942,2658
77,man,i,heed,200,130,365,2119,2883
77,man,o,hoed,243,124,499,883,2618
77,man,ʊ,hood,160,125,442,1092,2459
77,man,ʌ,hud,177,124,583,1187,2627
77,man,u,who'd,244,131,377,1008,2308
78,man,æ,had,326,110,634,1730,2456
78,man,ɑ,hod,269,109,748,1274,2406
78,man,ɔ,hawed,304,106,645,1049,2507
78,man,ɛ,head,244,112,543,1840,2574
78,man,e,hayed,312,108,438,2003,2552
78,man,ɝ,heard,271,112,440,1447,1701
78,man,ɪ,hid,226,111,397,1985,2615
78,man,i,heed,268,113,327,2143,2881
78,man,o,hoed,317,114,465,969,2364
78,man,ʊ,hood,230,106,466,1375,2478
78,man,ʌ,hud,219,109,561,1343,2498
78,man,u,who'd,254,114,357,1130,2300
79,man,æ,had,270,121,570,1856,2630
79,man,ɑ,hod,252,116,744,1388,2541
79,man,ɔ,hawed,300,112,645,1063,2565
79,man,ɛ,head,217,114,579,1866,2799
79,man,e,hayed,269,121,478,2049,2866
79,man,ɝ,heard,290,119,493,1428,1741
79,man,ɪ,hid,174,130,428,1999,2849
79,man,i,heed,219,135,362,2103,3074
79,man,o,hoed,230,122,496,908,2435
79,man,ʊ,hood,185,120,496,1101,2396
79,man,ʌ,hud,171,118,630,1328,2554
79,man,u,who'd,265,124,388,982,2316
80,man,æ,had,207,130,614,1768,2393
80,man,ɑ,hod,219,127,700,1295,2310
80,man,ɔ,hawed,202,130,606,991,2135
80,man,ɛ,head,139,130,568,1687,2419
80,man,e,hayed,193,140,497,1903,2455
80,man,ɝ,heard,212,130,478,1440,1665
80,man,ɪ,hid,147,133,434,1872,2543
80,man,i,heed,195,137,392,2127,2874
80,man,o,hoed,211,142,437,861,2160
80,man,ʊ,hood,159,132,497,1164,2245
80,man,ʌ,hud,169,134,596,1053,2282
80,man,u,who'd,193,143,409,846,2073
81,man,æ,had,213,131,553,2140,2327
81,man,ɑ,hod,192,148,705,1323,2643
81,man,ɔ,hawed,229,142,636,1108,2623
81,man,ɛ,head,158,135,583,1760,2497
81,man,e,hayed,255,155,477,2073,2617
81,man,ɝ,heard,206,142,451,1314,1731
81,man,ɪ,hid,142,133,427,2140,2626
81,man,i,heed,187,145,308,2190,2819
81,man,o,hoed,209,136,548,1067,2480
81,man,ʊ,hood,153,146,436,1154,2300
81,man,ʌ,hud,155,141,602,1176,2495
81,man,u,who'd,195,153,377,1063,2238
82,man,æ,had,311,153,605,2002,2666
82,man,ɑ,hod,287,139,963,1524,2552
82,man,ɔ,hawed,196,124,670,919,2241
82,man,ɛ,head,201,150,641,1814,2642
82,man,e,hayed,286,151,440,2245,3044
82,man,ɝ,heard,260,138,467,1432,1742
82,man,ɪ,hid,168,149,440,2082,2767
82,man,i,heed,235,184,373,2207,3191
82,man,o,hoed,252,151,444,815,2375
82,man,ʊ,hood,196,151,498,1048,2391
82,man,ʌ,hud,193,149,608,1167,2523
82,man,u,who'd,250,192,387,967,2257
83,man,æ,had,273,140,597,1989,2677
83,man,ɑ,hod,254,126,711,1428,2413
83,man,ɔ,hawed,281,131,631,1167,2344
83,man,ɛ,head,204,138,623,1937,2643
83,man,e,hayed,230,142,502,2025,2642
83,man,ɝ,heard,266,127,505,1447,1823
83,man,ɪ,hid,194,145,431,2071,2671
83,man,i,heed,231,154,343,2502,3035
83,man,o,hoed,256,134,522,911,2461
83,man,ʊ,hood,168,142,435,1263,2559
83,man,ʌ,hud,201,138,612,1317,2608
83,man,u,who'd,205,151,316,893,2385
84,man,æ,had,230,139,561,1772,2597
84,man,ɑ,hod,213,138,712,1325,2624
84,man,ɔ,hawed,249,134,687,1062,2524
84,man,ɛ,head,188,137,562,1591,2556
84,man,e,hayed,217,139,501,1944,2643
84,man,ɝ,heard,214,150,461,1297,1586
84,man,ɪ,hid,185,143,437,1915,2687
84,man,i,heed,221,141,394,2300,2827
84,man,o,hoed,229,143,554,1005,2369
84,man,ʊ,hood,176,151,468,1064,2383
84,man,ʌ,hud,181,144,628,1172,2626
84,man,u,who'd,200,154,437,1085,2305
85,man,æ,had,334,128,615,1885,2709
85,man,ɑ,hod,292,140,821,1283,2498
85,man,ɔ,hawed,328,131,684,1000,2576
85,man,ɛ,head,207,161,622,1799,2726
85,man,e,hayed,319,138,549,1921,2686
85,man,ɝ,heard,326,143,557,1344,1610
85,man,ɪ,hid,191,162,474,1956,2762
85,man,i,heed,286,157,373,2214,3134
85,man,o,hoed,289,140,528,792,2481
85,man,ʊ,hood,227,128,510,1238,2250
85,man,ʌ,hud,242,128,631,1241,2276
85,man,u,who'd,256,154,435,1070,2416
86,man,æ,had,276,98,577,1952,2588
86,man,ɑ,hod,286,101,822,1315,2708
86,man,ɔ,hawed,301,100,684,1001,2833
86,man,ɛ,head,200,98,561,1786,2603
86,man,e,hayed,269,101,497,2083,2628
86,man,ɝ,heard,252,105,491,1300,1744
86,man,ɪ,hid,204,111,433,2012,2708
86,man,i,heed,291,100,312,2307,2834
86,man,o,hoed,282,106,555,1019,2611
86,man,ʊ,hood,220,112,409,965,2490
86,man,ʌ,hud,208,107,650,1154,2640
86,man,u,who'd,219,113,365,999,2270
87,man,æ,had,283,187,629,2436,3022
87,man,ɑ,hod,285,180,753,1200,2677
87,man,ɔ,hawed,293,184,704,1052,2749
87,man,ɛ,head,200,187,723,2208,3057
87,man,e,hayed,255,181,537,2493,3151
87,man,ɝ,heard,255,196,486,1372,1797
87,man,ɪ,hid,224,196,432,2494,3137
87,man,i,heed,234,216,420,2600,3256
87,man,o,hoed,247,181,552,924,2565
87,man,ʊ,hood,186,195,497,1107,2501
87,man,ʌ,hud,194,180,670,1061,2703
87,man,u,who'd,245,224,437,871,2393
88,man,æ,had,292,129,511,1811,2529
88,man,ɑ,hod,301,120,662,1183,2374
88,man,ɔ,hawed,300,121,591,974,2325
88,man,ɛ,head,209,127,534,1608,2509
88,man,e,hayed,282,123,482,1804,2551
88,man,ɝ,heard,259,133,443,1262,1538
88,man,ɪ,hid,244,131,396,1810,2504
88,man,i,heed,228,159,315,2052,3005
88,man,o,hoed,293,143,473,820,2308
88,man,ʊ,hood,219,141,465,1087,2217
88,man,ʌ,hud,198,124,566,1040,2476
88,man,u,who'd,250,147,413,1193,2164
89,man,æ,had,245,119,590,1830,2512
89,man,ɑ,hod,207,122,682,1259,2618
89,man,ɔ,hawed,242,118,611,1067,2491
89,man,ɛ,head,198,124,574,1813,2476
89,man,e,hayed,247,120,501,2042,2617
89,man,ɝ,heard,248,116,489,1493,1836
89,man,ɪ,hid,182,137,429,1962,2554
89,man,i,heed,216,130,366,2504,2959
89,man,o,hoed,232,133,499,927,2493
89,man,ʊ,hood,167,136,441,1181,2326
89,man,ʌ,hud,188,119,600,1182,2471
89,man,u,who'd,212,132,378,893,2455
90,man,æ,had,266,123,622,1957,2841
90,man,ɑ,hod,270,124,818,1315,2697
90,man,ɔ,hawed,293,121,643,931,2630
90,man,ɛ,head,172,114,557,1996,2876
90,man,e,hayed,229,138,441,2348,2935
90,man,ɝ,heard,238,156,444,1377,1543
90,man,ɪ,hid,177,136,416,2296,2995
90,man,i,heed,246,133,370,2536,3332
90,man,o,hoed,188,136,495,938,2519
90,man,ʊ,hood,178,164,456,1002,2518
90,man,ʌ,hud,166,138,618,1228,2718
90,man,u,who'd,125,171,374,887,2478
91,man,æ,had,289,116,565,2055,2575
91,man,ɑ,hod,250,110,710,1483,2575
91,man,ɔ,hawed,277,109,679,1102,2424
91,man,ɛ,head,178,115,565,1952,2619
91,man,e,hayed,256,109,492,2108,2974
91,man,ɝ,heard,258,123,516,1399,1756
91,man,ɪ,hid,198,130,441,2068,2594
91,man,i,heed,228,114,354,2375,3150
91,man,o,hoed,251,119,601,1045,2396
91,man,ʊ,hood,205,120,495,1106,2444
91,man,ʌ,hud,176,119,622,1163,2370
91,man,u,who'd,222,130,389,1033,2375
92,woman,æ,had,305,225,678,2293,2861
92,woman,ɑ,hod,265,211,1012,1603,2767
92,woman,ɔ,hawed,305,218,815,1200,2783
92,woman,ɛ,head,217,228,734,1893,2820
92,woman,e,hayed,239,227,539,2476,2868
92,woman,ɝ,heard,300,224,470,1437,1672
92,woman,ɪ,hid,176,246,496,2260,3027
92,woman,i,heed,232,234,441,2806,3260
92,woman,o,hoed,302,234,557,1135,2961
92,woman,ʊ,hood,238,228,489,1357,2937
92,woman,ʌ,hud,246,222,803,1501,2989
92,woman,u,who'd,281,260,503,1068,2810
93,woman,æ,had,486,214,624,2442,3091
93,woman,ɑ,hod,443,209,883,1682,2962
93,woman,ɔ,hawed,464,211,760,1225,2796
93,woman,ɛ,head,432,197,740,2186,3086
93,woman,e,hayed,453,220,477,2704,3102
93,woman,ɝ,heard,418,218,500,1441,1914
93,woman,ɪ,hid,356,219,446,2444,2956
93,woman,i,heed,380,222,435,2890,3667
93,woman,o,hoed,422,212,432,1013,2690
93,woman,ʊ,hood,390,225,503,1332,2903
93,woman,ʌ,hud,345,226,788,1547,2917
93,woman,u,who'd,409,218,435,1384,2804
94,woman,æ,had,293,192,666,2370,2814
94,woman,ɑ,hod,257,192,1025,1548,2748
94,woman,ɔ,hawed,326,186,772,1051,2870
94,woman,ɛ,head,202,218,707,2110,3028
94,woman,e,hayed,263,208,672,2457,3190
94,woman,ɝ,heard,278,182,523,1413,1932
94,woman,ɪ,hid,197,188,486,2332,2925
94,woman,i,heed,289,192,380,2703,3087
94,woman,o,hoed,274,176,624,1130,2881
94,woman,ʊ,hood,265,215,494,1102,2863
94,woman,ʌ,hud,206,182,789,1291,2877
94,woman,u,who'd,271,211,431,788,2717
95,woman,æ,had,353,233,743,2230,3055
95,woman,ɑ,hod,350,216,804,1484,2789
95,woman,ɔ,hawed,379,203,770,1245,2811
95,woman,ɛ,head,315,216,693,1991,3121
95,woman,e,hayed,437,226,601,2577,3091
95,woman,ɝ,heard,350,216,619,1716,2138
95,woman,ɪ,hid,356,224,502,2391,3071
95,woman,i,heed,364,215,428,2767,3627
95,woman,o,hoed,410,225,627,1314,2911
95,woman,ʊ,hood,279,222,509,1323,3122
95,woman,ʌ,hud,331,216,731,1552,3111
95,woman,u,who'd,430,216,436,1415,2843
96,woman,æ,had,338,223,677,2320,2987
96,woman,ɑ,hod,365,226,935,1377,2598
96,woman,ɔ,hawed,363,231,923,1368,2503
96,woman,ɛ,head,260,233,743,1981,2868
96,woman,e,hayed,302,241,487,2600,3130
96,woman,ɝ,heard,317,242,494,1485,1863
96,woman,ɪ,hid,266,238,497,2379,3074
96,woman,i,heed,305,249,346,2703,3510
96,woman,o,hoed,376,224,443,879,2532
96,woman,ʊ,hood,269,244,506,1188,2485
96,woman,ʌ,hud,290,224,693,1381,2560
96,woman,u,who'd,328,223,455,994,2612
97,woman,æ,had,362,223,627,2266,2875
97,woman,ɑ,hod,329,211,804,1363,2803
97,woman,ɔ,hawed,363,212,778,1220,2677
97,woman,ɛ,head,280,211,712,1881,2777
97,woman,e,hayed,318,214,492,2437,3001
97,woman,ɝ,heard,342,225,527,1636,1974
97,woman,ɪ,hid,266,216,531,2174,2984
97,woman,i,heed,332,221,439,2676,3291
97,woman,o,hoed,353,203,580,995,2637
97,woman,ʊ,hood,283,207,483,987,2679
97,woman,ʌ,hud,233,226,795,1362,2671
97,woman,u,who'd,311,219,437,1113,2676
98,woman,æ,had,313,176,690,2327,2771
98,woman,ɑ,hod,306,173,939,1233,2564
98,woman,ɔ,hawed,314,167,809,1097,2646
98,woman,ɛ,head,238,198,734,2141,2746
98,woman,e,hayed,330,186,553,2458,2788
98,woman,ɝ,heard,320,174,518,1604,1912
98,woman,ɪ,hid,285,192,535,2380,2930
98,woman,i,heed,281,200,394,2689,3058
98,woman,o,hoed,262,196,621,1025,2704
98,woman,ʊ,hood,227,182,563,1233,2758
98,woman,ʌ,hud,209,189,854,1401,2756
98,woman,u,who'd,384,211,384,1084,2929
99,woman,æ,had,284,238,658,2650,3471
99,woman,ɑ,hod,317,243,827,1701,3056
99,woman,ɔ,hawed,320,242,815,1426,2990
99,woman,ɛ,head,199,244,732,2189,3366
99,woman,e,hayed,274,238,496,2665,3173
99,woman,ɝ,heard,272,250,516,1983,2093
99,woman,ɪ,hid,180,247,498,2654,3391
99,woman,i,heed,297,264,493,2967,3496
99,woman,o,hoed,304,253,506,1257,2957
99,woman,ʊ,hood,210,254,546,1534,2880
99,woman,ʌ,hud,207,243,716,1634,3119
99,woman,u,who'd,287,258,503,1514,2816
